clnt_id,clnt_gender,clnt_age,clnt_device,clnt_device_get,has_car,has_estate,clnt_children,clnt_income,clnt_pick,clnt_fortune,clnt_status,clnt_system,spend_last,spend_level,spend_points,manager_contact,is_premium
4605,1,25,xAZj4fx97F,YEKQrtjpUQRrhKaT6YRU,1,0,0,160000,1,18,15,1,1428,200,0,,0
4607,1,37,KnasAzg4Vf,DLtGblMWq46ducD1uhFp,1,0,1,5000000,1,20,7,1,1428,200,0,,0
4609,0,41,jso!fQ*Q7x,4tn4ahgRkWMzsSCk5tnp,1,0,0,50000,5,22,11,1,1428,320,0,,0
4618,1,23,YBjx-RAB9!,nrQMSSqhv27ILkeKQI8X,0,0,0,370000,8,22,20,2,1428,450,0,,0
4624,1,35,exk&etBeLF,bDs6Xe2iNTT7AkzC2PVT,1,0,0,190000,3,19,7,1,1428,600,0,,0
4625,1,21,KnasAzg4Vf,"",0,0,0,290000,2,20,5,2,1428,542,0,,0
4626,1,20,sO@*%lun08,noI8N7cvgfYPRswJVqSt,1,0,0,50000,0,21,6,1,1428,600,0,,0
4638,0,29,vB5-)b$ZR+,6153L0t8XPPwrqlaHrPc,0,1,0,200000,0,24,6,1,1428,280,0,,0
4639,0,22,ghOfqAzHdO,Jsdxxb8QCqG5031DdLI5,0,1,1,180000,7,25,14,1,1428,311,0,,0
4642,0,35,A&D5V21q5$,C6o0rm2Kne9WJe6IrQhX,1,0,0,300000,4,19,6,1,1428,200,0,,0
4647,1,1943,y3FVI6dzfi,"",0,0,0,20000,7,24,15,1,1428,200,0,,0
4648,1,26,$pffcP&pkj,nrQMSSqhv27ILkeKQI8X,0,0,0,290000,6,25,23,1,1428,375,0,,0
4651,1,28,tZet+bbIC_,xr1OdesOO44Ufzhxxw59,1,0,0,300000,8,19,15,1,1428,600,0,,0
4657,0,21,IgSHlRCsd#,apqNDBwDXCytWs6F1c29,,0,0,300000,3,25,7,1,1428,1405,0,,0
4658,0,26,6J4&mF&#tl,NW1ON108010azsYbnTXl,0,1,1,34000000,5,26,4,1,1428,1500,0,,0
4661,0,35,xAZj4fx97F,Xlh4OkBJvFkCElKYmKNQ,1,0,0,80000,0,20,1,1,1426,234,0,,0
4663,0,30,Nljw_d_PZV,ZRg0ZwLzu2FL5jted9eX,1,0,1,370000,5,22,21,1,1428,1000,0,,0
4664,1,24,vJ#XVpcNy6,AtzkQytHAijh7cklGMUl,1,0,0,140000,9,23,18,1,1428,140,0,,0
4676,0,27,-(Tu#R_@lh,C55OgTGl37GGqJVFyeYQ,1,,1,110000,6,26,22,1,1428,230,0,,0
4682,0,38,4!5PbGR!VN,"",0,0,0,240000,0,23,13,1,1428,300,0,,0
4687,0,35,YBjx-RAB9!,EAE3RcxIwQfn3oIbcXZN,0,0,0,10000,8,28,11,1,1428,500,0,,0
4689,1,40,sO@*%lun08,vtFJx028ksA5j1r4Gevb,0,1,0,370000,0,30,9,1,1428,322,0,,0
4690,0,1900,C_QpEX%9CB,YEKQrtjpUQRrhKaT6YRU,,0,0,300000,3,22,4,1,1428,2000,0,,0
4695,0,27,+qOE#oK7Bu,Jsdxxb8QCqG5031DdLI5,1,0,0,10000,8,27,24,1,1428,1050,0,,0
4700,1,34,rreI!9jkPq,rwanDIFAePDVZahjv9Cg,1,0,0,40000,6,14,10,1,1428,400,0,,0
4703,0,40,y3FVI6dzfi,nBFBZ7ZONkLc6OswKgos,1,0,0,340000,7,17,11,1,1428,155,0,,0
4714,0,24,jso!fQ*Q7x,SYy2B7hNPyV792L5eCqu,1,0,1,50000,4,19,2,1,1428,560,0,,0
4722,,21,6J4&mF&#tl,hpPCHpM0tO0AhtuGoypP,0,0,0,180000,0,18,6,1,1413,400,0,,0
4725,1,21,Nljw_d_PZV,4CdUr2g9UqwFuqdVaWdO,1,0,0,230000,1,21,0,1,1428,40,0,,0
4726,,35,Bg01S^%Jfy,C55OgTGl37GGqJVFyeYQ,1,0,0,350000,4,22,18,2,1428,1500,0,,0
4730,0,38,rreI!9jkPq,AEvBGGIi1TYMZpsS5CoK,1,0,0,350000,4,17,4,1,1428,400,0,,0
4732,0,23,m4Onx$jC_+,u6H8Em4pxxagN7S8TAR5,0,0,1,350000,4,19,1,1,1426,380,0,,0
4733,1,24,yJrFzC0McE,AACwntwTHc6JRW83FHAG,0,0,1,160000,3,20,13,1,1428,1600,0,,0
4745,1,27,_)nAgN9)Gz,jEt2cvpo9kv8BjV7S6ay,0,0,0,160000,6,23,7,1,1428,300,0,,0
4746,1,26,zzhjn9-Ew-,vgIXi0LgoZHQ71Mmekm1,0,0,0,330000,9,24,18,1,1428,500,0,,0
4750,1,28,m1o4W&JCvy,u6H8Em4pxxagN7S8TAR5,1,,0,190000,3,19,0,1,1428,500,0,,0
4753,1,27,&qrVc7H^jE,AEvBGGIi1TYMZpsS5CoK,1,1,1,110000,8,22,1,1,1428,800,0,,0
4754,0,33,N)Eb*EJXD4,vtFJx028ksA5j1r4Gevb,1,1,1,230000,7,23,16,1,1428,877,0,,0
4755,1,20,m4Onx$jC_+,nBFBZ7ZONkLc6OswKgos,0,0,0,180000,2,24,3,1,1428,200,0,,0
4764,0,23,zzhjn9-Ew-,NW1ON108010azsYbnTXl,,0,0,220000,3,24,12,2,1428,1500,0,,0
4766,0,23,IgSHlRCsd#,NW1ON108010azsYbnTXl,0,0,0,220000,2,26,8,1,1428,139,0,,0
4767,1,23,UaSer)d$CZ,Wlb9y8b5EujLakHZQZ0D,1,0,0,170000,2,27,15,1,1428,333,0,,0
4769,0,31,nR4%tYIRXv,JZ0KLFgkXP3A9WMANoni,0,0,0,290000,7,29,13,1,1428,100,0,,0
4776,0,24,rreI!9jkPq,4tn4ahgRkWMzsSCk5tnp,0,0,0,170000,0,27,24,1,1428,200,0,,0
4783,1,28,_)nAgN9)Gz,YEKQrtjpUQRrhKaT6YRU,0,0,0,40000,0,25,8,1,1428,900,0,,0
4788,0,1939,T+BA%psI8c,Y7jY0XTUnViV2gtx79xG,1,0,0,190000,7,30,18,1,1428,720,0,,0
4790,1,23,rcJgTotoi8,Y7jY0XTUnViV2gtx79xG,1,,0,160000,9,23,6,1,1428,500,0,,0
4793,0,35,zzhjn9-Ew-,2gvyGkNTz6z7lM5GuVPN,1,0,0,220000,6,26,9,1,1428,310,0,,0
4795,1,24,zzhjn9-Ew-,YEKQrtjpUQRrhKaT6YRU,0,0,0,120000,5,28,7,1,1428,1500,0,,0
4801,0,21,!Zusbz4GJ@,RKcjWOC0kWGyGsDi325Q,1,0,0,320000,0,16,1,1,1428,900,0,,0
4806,0,23,yJrFzC0McE,U5K7lQEiD5wBoxQfY6Tz,1,1,0,0,1,21,18,1,1428,552,0,,0
4810,0,23,)!%OA9qpZP,jEt2cvpo9kv8BjV7S6ay,1,1,0,310000,8,16,10,1,1410,300,0,,0
4820,0,26,vB5-)b$ZR+,JZxqPj2lkI5WfrXtLR8h,0,0,0,80000,6,17,9,1,1398,216,0,,0
4821,1,26,yJrFzC0McE,0AjfBYGThrZ4OWmX9WCv,1,0,1,390000,5,18,15,3,1428,1140,0,,0
4822,1,24,NMZa(_ZevK,DUPFnmZiv2kqwJJgYK0p,0,0,0,80000,0,19,15,1,1428,150,0,,0
4829,1,21,4(*Kax8&YS,2gvyGkNTz6z7lM5GuVPN,,0,1,120000,8,26,19,1,1428,400,0,,0
4830,1,30,jso!fQ*Q7x,nrQMSSqhv27ILkeKQI8X,0,0,0,290000,1,18,6,1,1428,350,0,,0
4846,0,24,(O@$+)2-Iq,TM4ptl78Lwzhng7PAY4G,0,0,0,250000,4,25,21,1,1428,300,0,,0
4849,1,27,+d)U@Ozdq@,DLtGblMWq46ducD1uhFp,1,0,0,110000,0,28,5,1,1428,500,0,,0
4852,1,27,&qrVc7H^jE,noI8N7cvgfYPRswJVqSt,0,1,0,320000,3,22,12,1,1428,402,0,,0
4861,1,29,UaSer)d$CZ,u6H8Em4pxxagN7S8TAR5,1,0,0,230000,7,22,21,1,1428,350,0,,0
4868,1,29,_)nAgN9)Gz,ZRg0ZwLzu2FL5jted9eX,1,0,0,60000,9,29,25,1,1428,400,0,,0
4869,0,28,rreI!9jkPq,DB4FszVdkc5Qli9kSmrp,0,0,2,110000,1,30,9,1,1428,1000,0,,0
4870,1,25,py_Z4O$Gg+,NW1ON108010azsYbnTXl,1,0,0,70000,6,22,8,1,1428,1108,0,,0
4871,1,53,tZet+bbIC_,noI8N7cvgfYPRswJVqSt,1,0,0,17000000,3,23,18,1,1428,600,0,,0
4878,1,23,$pffcP&pkj,qhf9RhOTHsX15m3UzA94,1,1,0,330000,8,30,18,1,1428,1000,0,,0
4879,1,23,YBjx-RAB9!,DAHGwLtn4JPcATVSWFHk,1,0,0,120000,8,31,12,1,1428,160,0,,0
4880,1,1900,"",C6o0rm2Kne9WJe6IrQhX,1,0,0,200000,5,23,4,1,1428,3000,0,,0
4887,0,30,+d)U@Ozdq@,lmE6l7DelsqZNYgxcsAZ,1,0,1,140000,7,30,27,1,1428,400,0,,0
4891,0,25,"",4CdUr2g9UqwFuqdVaWdO,0,0,2,150000,6,25,16,1,1428,198,0,,0
4893,0,23,W@&0muZANj,a25dNMsZKjRHnhp7WJkD,1,0,0,40000,7,27,6,1,1428,800,0,,0
4894,0,27,m4Onx$jC_+,AEvBGGIi1TYMZpsS5CoK,0,1,0,80000,8,28,22,1,1428,850,0,,0
4895,0,26,jso!fQ*Q7x,Wlb9y8b5EujLakHZQZ0D,1,0,0,200000,5,29,23,1,1428,400,0,,0
4898,0,25,4(*Kax8&YS,AtzkQytHAijh7cklGMUl,0,0,0,20000,4,32,2,1,1428,600,0,,0
4901,1,26,&UiIgr6b05,DLtGblMWq46ducD1uhFp,1,1,0,280000,0,17,5,1,1428,120,0,,0
4902,1,28,4!5PbGR!VN,2gvyGkNTz6z7lM5GuVPN,1,0,0,300000,8,18,6,1,1428,200,0,,0
4905,1,21,R6B&KN5OOi,6153L0t8XPPwrqlaHrPc,0,0,0,70000,1,21,12,1,1428,800,0,,0
4912,1,25,YBjx-RAB9!,yHrDLKQ3V9TnmM5OZdNu,,0,0,360000,9,19,10,1,1428,80,0,,0
4916,1,28,sO@*%lun08,U5K7lQEiD5wBoxQfY6Tz,0,,0,50000,7,23,17,2,1428,800,0,,0
4919,0,27,YBjx-RAB9!,apqNDBwDXCytWs6F1c29,0,0,0,180000,9,26,5,1,1425,205,0,,0
4920,0,24,xAZj4fx97F,NJRRltMExbMcFROsvdGD,0,0,0,30000,2,18,6,1,1428,400,0,,0
4932,0,28,sO@*%lun08,4CdUr2g9UqwFuqdVaWdO,0,0,0,250000,1,21,18,1,1428,1097,0,,0
4933,1,36,C_QpEX%9CB,JZ0KLFgkXP3A9WMANoni,,0,1,360000,5,22,5,1,1428,200,0,,0
4934,0,22,C_QpEX%9CB,yHrDLKQ3V9TnmM5OZdNu,1,0,0,150000,8,23,12,1,1428,480,0,,0
4938,1,24,ghOfqAzHdO,yhUtC1GSVpWWNPCI9EYo,1,0,0,250000,6,27,24,1,1428,200,0,,0
4940,0,30,-(Tu#R_@lh,T9HRiTpDzJk0xkhhMyUc,1,0,0,160000,2,20,0,2,1428,600,0,,0
4947,0,27,m4Onx$jC_+,pup1FL83CRpbaMg9C534,0,0,0,200000,4,27,6,1,1428,1000,0,,0
4949,1,23,rreI!9jkPq,4NcOXE1hJebOzWNFGD3a,0,0,0,210000,3,29,19,1,1428,148,0,,0
4953,0,25,exk&etBeLF,AACwntwTHc6JRW83FHAG,1,0,1,200000,0,24,9,1,1428,1900,0,,0
4962,0,25,cN50%TMttL,xwVatkCS227il3xATBFE,1,1,0,240000,2,24,18,2,1428,400,0,,0
4967,0,30,4aQwCtPL4(,4CdUr2g9UqwFuqdVaWdO,,1,0,320000,5,29,8,1,1428,500,0,,0
4978,1,30,K*)FJ)edcZ,u6H8Em4pxxagN7S8TAR5,1,0,0,340000,5,31,18,1,1428,200,0,,0
4980,1,34,4aQwCtPL4(,yhUtC1GSVpWWNPCI9EYo,1,0,0,350000,5,24,12,1,1428,900,0,,0
4981,0,45,m1o4W&JCvy,duj1wNy6PQygCaQYt6ze,1,0,1,230000,6,25,6,1,1428,1800,0,,0
4985,1,23,Y1+5*e_(9D,C6o0rm2Kne9WJe6IrQhX,1,0,0,240000,2,29,26,2,1428,106,0,,0
4988,1,23,^+3(I8C%&b,bDs6Xe2iNTT7AkzC2PVT,,0,0,10000,1,32,28,1,1428,400,0,,0
4990,1,35,6J4&mF&#tl,vgIXi0LgoZHQ71Mmekm1,1,0,0,300000,1,25,15,1,1423,100,0,,0
4992,1,30,m1o4W&JCvy,"",1,1,0,220000,1,27,24,1,1428,600,0,,0
4993,1,33,NMZa(_ZevK,U5K7lQEiD5wBoxQfY6Tz,1,0,0,330000,1,28,9,1,1326,400,0,,0
4995,0,29,WUn^8@yRRZ,Wlb9y8b5EujLakHZQZ0D,0,,0,150000,2,30,15,1,1428,92,0,,0
4996,0,25,R6B&KN5OOi,YEKQrtjpUQRrhKaT6YRU,0,0,1,190000,2,31,5,2,1428,740,0,,0
2000,0,24,WUn^8@yRRZ,"",0,,0,210000,1,5,0,1,1428,300,0,,
2004,0,24,)!%OA9qpZP,noI8N7cvgfYPRswJVqSt,0,0,0,150000,9,9,6,1,1428,800,0,,
2007,0,24,rcJgTotoi8,xr1OdesOO44Ufzhxxw59,0,0,1,170000,9,12,3,1,1428,1000,0,,
2010,0,24,"",YEKQrtjpUQRrhKaT6YRU,1,0,1,100000,2,6,0,1,1428,320,0,,
2011,1,25,YBjx-RAB9!,4CdUr2g9UqwFuqdVaWdO,1,0,0,50000,9,7,2,1,1428,180,0,,
2018,1,32,Bg01S^%Jfy,6153L0t8XPPwrqlaHrPc,0,0,0,330000,8,14,2,1,1428,1650,0,,
2027,0,30,rreI!9jkPq,noI8N7cvgfYPRswJVqSt,1,1,0,40000,7,14,11,1,1428,800,0,,
2029,1,26,4aQwCtPL4(,pup1FL83CRpbaMg9C534,1,0,0,80000,6,16,13,1,1428,600,0,,
2030,0,29,jso!fQ*Q7x,qhf9RhOTHsX15m3UzA94,0,0,0,130000,2,8,6,1,1428,3000,0,,
2031,0,29,AWrJqks-tw,qhf9RhOTHsX15m3UzA94,1,0,0,360000,0,9,6,1,1428,200,0,,
2035,0,33,rcJgTotoi8,nBFBZ7ZONkLc6OswKgos,0,0,0,290000,2,13,7,2,1428,465,0,,
2039,1,23,exk&etBeLF,a25dNMsZKjRHnhp7WJkD,0,0,0,150000,9,17,16,1,1428,400,0,,
2040,0,32,tyOjI2@FcB,Jsdxxb8QCqG5031DdLI5,0,0,0,170000,9,9,6,1,1428,1480,0,,
2041,0,30,tZet+bbIC_,JZ0KLFgkXP3A9WMANoni,0,0,0,340000,1,10,1,1,1428,300,0,,
2043,0,1905,yJrFzC0McE,SYy2B7hNPyV792L5eCqu,0,0,0,270000,4,12,3,1,1428,1000,0,,
2049,0,25,4(*Kax8&YS,TM4ptl78Lwzhng7PAY4G,0,0,0,10000,3,18,15,1,1428,500,0,,
2050,0,72,tZet+bbIC_,liZPCZF6tFgGEt1bTPHs,1,1,0,20000,4,10,0,1,1428,250,0,,
2051,1,26,UaSer)d$CZ,DUPFnmZiv2kqwJJgYK0p,1,0,0,250000,3,11,5,1,1428,100,0,,
2052,,31,zzhjn9-Ew-,RD8BUJjq4e1qknku300N,1,0,0,70000,1,12,0,2,1428,255,0,,
2053,0,21,&UiIgr6b05,oy7aZVGbnl73VxOs01nQ,0,,0,160000,2,13,12,1,1428,200,0,,
2055,0,33,)!%OA9qpZP,Xlh4OkBJvFkCElKYmKNQ,0,0,0,190000,1,15,0,1,1428,900,0,,
2059,0,32,m4Onx$jC_+,TM4ptl78Lwzhng7PAY4G,1,0,1,140000,2,19,7,1,1428,150,0,,
2060,1,24,(O@$+)2-Iq,JZ0KLFgkXP3A9WMANoni,0,1,0,300000,0,11,3,1,1428,2000,0,7122,
2061,1,39,py_Z4O$Gg+,Jw5OmlNzw1TWSySS8Kz6,0,0,1,160000,6,12,9,1,1428,65,0,,
2063,0,27,vJ#XVpcNy6,TM4ptl78Lwzhng7PAY4G,,1,1,370000,3,14,5,1,1404,400,0,,
2064,0,25,jso!fQ*Q7x,JZxqPj2lkI5WfrXtLR8h,,0,0,210000,9,15,9,2,1428,250,0,,
2068,1,29,Y1+5*e_(9D,DLtGblMWq46ducD1uhFp,1,1,1,130000,8,19,16,1,1428,100,0,,
2069,0,32,R6B&KN5OOi,DAHGwLtn4JPcATVSWFHk,0,,0,330000,7,20,9,1,1428,90,0,,
2071,1,24,sUse$3S4Z%,AtzkQytHAijh7cklGMUl,1,0,1,4000000,1,13,4,2,1428,450,0,,
2072,1,30,KnasAzg4Vf,apqNDBwDXCytWs6F1c29,0,0,0,160000,5,14,0,2,1428,203,0,,
2073,1,27,$pffcP&pkj,qhf9RhOTHsX15m3UzA94,1,0,1,320000,6,15,3,1,1428,130,0,,
2075,0,25,yJrFzC0McE,NW1ON108010azsYbnTXl,1,0,0,30000,0,17,1,1,1428,10,0,,
2076,,45,sO@*%lun08,4tn4ahgRkWMzsSCk5tnp,1,0,2,110000,7,18,6,2,1428,20,0,,
2078,1,36,fXm+BayjVA,NJRRltMExbMcFROsvdGD,1,,0,340000,3,20,18,1,1428,260,0,,
2081,,31,4aQwCtPL4(,vgIXi0LgoZHQ71Mmekm1,1,0,0,290000,8,14,9,1,1428,400,0,,
2082,1,1987,H#s_lw9F_R,4NcOXE1hJebOzWNFGD3a,0,0,0,390000,3,15,12,1,1428,50,0,,
2085,0,26,T+BA%psI8c,SYy2B7hNPyV792L5eCqu,0,1,0,150000,7,18,15,1,1428,80,0,,
2086,1,21,jso!fQ*Q7x,U5K7lQEiD5wBoxQfY6Tz,0,0,0,200000,5,19,15,3,1428,280,0,,
2089,1,34,py_Z4O$Gg+,DUPFnmZiv2kqwJJgYK0p,0,,0,230000,9,22,21,1,1428,170,0,,
2095,0,25,&qrVc7H^jE,DLtGblMWq46ducD1uhFp,1,0,0,220000,2,19,5,1,1428,748,0,,
2097,0,32,nR4%tYIRXv,xwVatkCS227il3xATBFE,1,0,0,370000,2,21,18,1,1428,322,0,,
2105,1,28,R6B&KN5OOi,Jw5OmlNzw1TWSySS8Kz6,0,0,0,80000,8,11,4,1,1428,160,0,,
2107,0,26,+qOE#oK7Bu,C55OgTGl37GGqJVFyeYQ,1,,0,320000,7,13,1,1,1428,47,0,,
2108,0,22,$pffcP&pkj,U5K7lQEiD5wBoxQfY6Tz,0,0,0,260000,9,14,8,1,1428,90,0,,
2113,1,23,rreI!9jkPq,Wlb9y8b5EujLakHZQZ0D,1,0,0,0,9,10,3,1,1428,1157,0,,
2114,1,28,Nljw_d_PZV,Xlh4OkBJvFkCElKYmKNQ,1,0,0,180000,5,11,2,1,1428,388,0,,
2119,1,23,+qOE#oK7Bu,xwVatkCS227il3xATBFE,,0,0,80000,9,16,7,1,1428,1150,0,,
2128,1,27,y3FVI6dzfi,C55OgTGl37GGqJVFyeYQ,1,0,0,260000,9,16,0,1,1428,400,0,,
2131,0,27,cN50%TMttL,zY5grwt3TK2vXDNOXNtQ,1,0,1,70000,8,10,1,1,1428,500,0,,
2133,1,39,-(Tu#R_@lh,i9jqpetwkZDeguJpCWVc,1,1,1,220000,6,12,9,2,1423,40,0,,
2135,0,1982,pi&NYvrpiu,liZPCZF6tFgGEt1bTPHs,1,0,0,30000,6,14,7,2,1428,30,0,,
2136,1,25,xAZj4fx97F,b2ZbgyfuDZYdwsGZq0N9,1,0,0,110000,1,15,6,1,1428,200,0,,
2137,0,37,K*)FJ)edcZ,RD8BUJjq4e1qknku300N,0,0,0,0,8,16,9,1,1428,334,0,,
2140,0,22,^+3(I8C%&b,hpPCHpM0tO0AhtuGoypP,1,0,0,120000,3,10,0,1,1428,30,0,,
2141,0,25,&qrVc7H^jE,SYy2B7hNPyV792L5eCqu,1,0,1,310000,3,11,7,1,1428,190,0,,
2144,0,26,vB5-)b$ZR+,u6H8Em4pxxagN7S8TAR5,1,,3,250000,1,14,2,1,1428,1875,0,,
2145,1,35,)!%OA9qpZP,hpPCHpM0tO0AhtuGoypP,1,0,0,230000,2,15,0,1,1428,300,0,,
2146,0,23,m1o4W&JCvy,yhUtC1GSVpWWNPCI9EYo,1,1,1,210000,1,16,2,1,1428,400,0,,
2147,0,37,tZet+bbIC_,u6H8Em4pxxagN7S8TAR5,1,0,0,370000,2,17,5,1,1428,700,0,,
2148,1,28,Nljw_d_PZV,DB4FszVdkc5Qli9kSmrp,,,0,20000,5,18,6,1,1428,750,0,,
2152,1,30,6J4&mF&#tl,Jw5OmlNzw1TWSySS8Kz6,0,,1,370000,2,13,7,1,1428,400,0,,
2153,0,24,&qrVc7H^jE,YEKQrtjpUQRrhKaT6YRU,1,0,1,140000,3,14,11,2,1428,1500,0,,
2154,1,23,m1o4W&JCvy,u6H8Em4pxxagN7S8TAR5,,0,0,290000,7,15,9,1,1428,1350,0,,
2155,0,22,tZet+bbIC_,AACwntwTHc6JRW83FHAG,0,0,1,380000,5,16,11,1,1428,500,0,,
2157,1,27,^+3(I8C%&b,rwanDIFAePDVZahjv9Cg,1,0,0,330000,0,18,15,1,1428,800,0,,
2159,1,25,4aQwCtPL4(,nBFBZ7ZONkLc6OswKgos,1,0,0,390000,2,20,19,2,1428,180,0,,
2161,1,31,yJrFzC0McE,liZPCZF6tFgGEt1bTPHs,0,0,0,150000,2,13,3,1,1428,400,0,,
2162,0,24,ghOfqAzHdO,xwVatkCS227il3xATBFE,1,0,0,90000,5,14,6,1,1428,115,0,,
2165,1,30,IgSHlRCsd#,JZ0KLFgkXP3A9WMANoni,1,0,0,140000,5,17,6,1,1428,465,0,,
2166,0,26,+d)U@Ozdq@,AtzkQytHAijh7cklGMUl,1,0,0,140000,2,18,6,1,1428,70,0,,
2167,0,22,)!%OA9qpZP,Wlb9y8b5EujLakHZQZ0D,1,0,0,150000,4,19,1,2,1428,600,0,,
2169,1,33,rreI!9jkPq,hpPCHpM0tO0AhtuGoypP,1,,1,40000,0,21,6,1,1428,822,0,,
2171,1,34,T+BA%psI8c,duj1wNy6PQygCaQYt6ze,1,0,1,230000,5,14,1,1,1428,300,0,,
2172,0,34,fXm+BayjVA,SYy2B7hNPyV792L5eCqu,0,1,1,70000,3,15,12,1,1428,140,0,,
2173,0,1930,Y1+5*e_(9D,"",0,0,1,300000,5,16,13,1,1428,501,0,,
2175,1,22,6J4&mF&#tl,b2ZbgyfuDZYdwsGZq0N9,0,0,0,38000000,9,18,15,1,1428,100,0,,
2179,0,22,Y1+5*e_(9D,C6o0rm2Kne9WJe6IrQhX,0,,0,280000,4,22,1,1,1428,25,0,,
2180,0,21,^+3(I8C%&b,Y7jY0XTUnViV2gtx79xG,,0,1,30000,0,14,10,1,1428,1203,0,,
2181,1,29,&qrVc7H^jE,pup1FL83CRpbaMg9C534,1,1,0,360000,2,15,6,1,1428,1000,0,,
2182,1,21,@bM12Da%6&,KO2noblmhQcxUA5YXty0,0,0,2,120000,0,16,6,1,1428,6000,0,,
2184,1,25,tZet+bbIC_,rwanDIFAePDVZahjv9Cg,0,0,0,22000000,0,18,6,1,1428,130,0,,
2185,0,23,m4Onx$jC_+,liZPCZF6tFgGEt1bTPHs,0,0,0,200000,4,19,0,2,1428,400,0,,
2186,1,58,"",vgIXi0LgoZHQ71Mmekm1,1,0,1,70000,4,20,6,1,1428,210,0,,
2189,1,35,A&D5V21q5$,C6o0rm2Kne9WJe6IrQhX,1,,0,500000,2,23,4,1,1428,200,0,,
2190,1,33,!Zusbz4GJ@,C55OgTGl37GGqJVFyeYQ,0,0,0,130000,7,15,0,2,1428,160,0,,
2191,0,22,xAZj4fx97F,nBFBZ7ZONkLc6OswKgos,0,0,1,140000,8,16,15,1,1428,100,0,,
2195,1,28,KnasAzg4Vf,Jw5OmlNzw1TWSySS8Kz6,1,0,0,320000,0,20,15,2,1428,200,0,,
2201,1,37,zzhjn9-Ew-,RKcjWOC0kWGyGsDi325Q,0,0,0,10000,2,8,1,1,1428,80,0,,
2202,1,43,&qrVc7H^jE,EAE3RcxIwQfn3oIbcXZN,,1,0,230000,8,9,6,1,1426,300,0,,
2204,1,33,@bM12Da%6&,4CdUr2g9UqwFuqdVaWdO,1,0,0,230000,4,11,4,1,1428,276,0,,
2205,1,25,tZet+bbIC_,U5K7lQEiD5wBoxQfY6Tz,0,1,1,260000,7,12,9,1,1428,700,0,,
2206,1,27,gTkSzDk+OA,4CdUr2g9UqwFuqdVaWdO,0,0,0,160000,7,13,9,1,1428,200,0,,
2208,1,22,^+3(I8C%&b,2gvyGkNTz6z7lM5GuVPN,1,0,1,150000,3,15,3,1,1428,100,0,,
2214,1,43,exk&etBeLF,rwanDIFAePDVZahjv9Cg,,0,0,150000,6,12,6,1,1428,350,0,,
2217,0,27,pi&NYvrpiu,duj1wNy6PQygCaQYt6ze,1,0,0,240000,9,15,12,1,1428,350,0,,
2218,0,20,)!%OA9qpZP,jEt2cvpo9kv8BjV7S6ay,1,0,0,20000,8,16,10,2,1428,200,0,,
2219,1,26,IgSHlRCsd#,nBFBZ7ZONkLc6OswKgos,1,0,0,130000,3,17,9,2,1428,46,0,,
2221,,28,exk&etBeLF,zPz024CQIonY5H9jYIve,1,0,0,230000,4,10,1,1,1428,200,0,,
2223,1,28,vB5-)b$ZR+,vtFJx028ksA5j1r4Gevb,0,1,1,280000,5,12,3,1,1428,960,0,,
2228,1,24,!Zusbz4GJ@,zPz024CQIonY5H9jYIve,0,0,2,350000,5,17,1,1,1428,40,0,,
2230,1,29,4aQwCtPL4(,liZPCZF6tFgGEt1bTPHs,0,1,0,90000,6,10,0,1,1428,300,0,,
2231,0,22,SSbZb5Hpun,DAHGwLtn4JPcATVSWFHk,1,1,0,10000,6,11,9,2,1428,800,0,,
2233,0,24,K*)FJ)edcZ,Y7jY0XTUnViV2gtx79xG,1,1,0,280000,4,13,10,1,1428,200,0,,
2234,0,28,_)nLk%PngJ,2gvyGkNTz6z7lM5GuVPN,0,0,2,100000,7,14,8,1,1428,400,0,,
2236,1,36,KnasAzg4Vf,AEvBGGIi1TYMZpsS5CoK,0,0,1,10000,5,16,12,2,1428,180,0,,
2237,,25,nR4%tYIRXv,b2ZbgyfuDZYdwsGZq0N9,0,1,1,210000,0,17,10,1,1428,40,0,,
2245,0,27,xAZj4fx97F,Jw5OmlNzw1TWSySS8Kz6,0,0,0,320000,3,16,5,1,1428,80,0,,
2248,0,22,KnasAzg4Vf,6153L0t8XPPwrqlaHrPc,0,0,0,220000,0,19,6,1,1428,200,0,,
2249,0,22,N)Eb*EJXD4,"",1,1,0,100000,9,20,9,1,1428,100,0,,
2250,0,22,IgSHlRCsd#,yhUtC1GSVpWWNPCI9EYo,1,1,2,150000,9,12,6,1,1428,105,0,,
2251,1,31,W@&0muZANj,bDs6Xe2iNTT7AkzC2PVT,1,0,1,350000,9,13,2,1,1428,600,0,,
2252,0,27,"",hpPCHpM0tO0AhtuGoypP,0,0,0,190000,8,14,12,1,1428,160,0,,
2258,1,32,$pffcP&pkj,4tn4ahgRkWMzsSCk5tnp,0,,0,300000,9,20,18,1,1428,600,0,,
2260,0,25,N)Eb*EJXD4,EAE3RcxIwQfn3oIbcXZN,0,,2,120000,4,13,11,1,1428,160,0,,
2265,0,23,nR4%tYIRXv,vgIXi0LgoZHQ71Mmekm1,1,0,0,340000,0,18,15,1,1428,40,0,,
2266,1,22,vB5-)b$ZR+,u6H8Em4pxxagN7S8TAR5,1,0,0,100000,3,19,5,1,1428,4,0,,
2267,0,22,sO@*%lun08,b2ZbgyfuDZYdwsGZq0N9,0,0,0,120000,3,20,7,2,1428,70,0,,
