clnt_id,grey_goose_F0,grey_goose_F1,grey_goose_F2,grey_goose_F3,grey_goose_F4,goose_agg_0,goose_agg_1,goose_agg_2,goose_agg_3,goose_agg_4,goose_agg_5,goose_agg_6,goose_agg_7,goose_agg_8,goose_agg_9,goose_agg_10,goose_agg_11,goose_agg_12,goose_agg_13,goose_agg_14,goose_agg_15,goose_agg_16,goose_agg_17,goose_agg_18,goose_agg_19,goose_agg_20,goose_agg_21,goose_agg_22,goose_agg_23,goose_agg_24,goose_agg_25,goose_agg_26,goose_agg_27,goose_agg_28,goose_agg_29,wild_goose_A_0,wild_goose_A_1,wild_goose_A_2,wild_goose_A_3,wild_goose_A_4,wild_goose_A_5,wild_goose_A_6,wild_goose_A_7,wild_goose_A_8,wild_goose_A_9
2721,1,1,0,1,1,12,-12919,2133.54296045394,13,2133.54296045394,-13108,-1000,-13108,-663,476.589970519733,2,-1076.58333333333,-1008.30769230769,13,6,-1076.58333333333,13,13,13,12,-1326,2,6,-8027,-663,-8027,13,6,13,12,,,-1916,-50,,,,,499.924494298889,3
4986,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11199.8921423378,2822.61410934198,-8000,-610.4,,,,,10486.6613943619,4
4832,1,1,0,0,0,84,-470598,29212.9109293372,93,28721.5395563322,-473991,-262000,-484839,-11222.5333333333,45847.54802637,33,-5539.30952380952,-5266.56666666667,93,4,-5882.475,72,93,93,67,-344891,32,4,-262000,-10457.303030303,-262000,90,4,75,84,,16850.8103631794,-59800,,,,,,1011.16269709676,4
4119,0,1,0,1,1,65,-148295,6632.73940951962,93,6489.1998718806,-74470,-40000,-184032,-4339.93333333333,9480.1221759315,17,-830.707692307693,-876.117647058824,90,10,-2601.66666666667,62,90,93,52,-72399,17,10,-40000,-4258.76470588235,-40000,85,9,66,65,2516.61147842358,11535.5483010588,-40000,-611.666666666667,1000,,,,2645.75131106459,8
3190,1,1,0,1,1,52,-93920,6209.51865343143,52,6209.51865343143,-87020,-42000,-93920,-5465.6,10534.3900006462,15,-1673.46153846154,-1673.46153846154,52,2,-1916.73469387755,43,52,52,43,-81984,15,2,-42000,-5465.6,-42000,52,2,43,52,,17726.7598336526,-42000,,,,,,353.553390593274,2
3638,0,0,0,1,1,222,-572860,8597.33933013025,264,8499.72293055011,-168469,-7990,-661131,-1050.23529411765,1940.7394419495,23,-634.518018018018,-679.310483870968,253,11,-3311.32947976879,127,253,264,116,-24310,22,11,-87768,-1059.21739130435,-87768,248,10,131,222,22992.4886440685,3044.26611250441,-12300,-6199.18181818182,,7,-1472,,21698.7502193867,10
4691,1,0,0,0,1,102,-230123,10025.1412530249,118,9729.37143403489,-191112,-89000,-234994,-5518.19444444444,14715.5997222223,41,-1888.78431372549,-1737.38181818182,116,8,-2645.09195402299,80,116,118,74,-200019,39,9,-89000,-4901.51219512195,-89000,110,8,84,102,2608.00051124739,3748.63945404333,-12500,-625,625,,,,2529.62540046282,9
2638,0,1,1,0,1,34,-148268,8315.56632501642,41,18108.382577967,11818,-40000,-293812,-9392.30769230769,23743.9737246168,16,362.294117647059,337.657142857143,40,8,-5112.68965517241,32,40,41,31,-122100,13,8,-90000,-16631.25,-90000,35,7,37,34,,30328.7386364448,-90000,,,,,,2003.12262480358,7
3724,1,0,1,1,0,118,-99646,1626.64370812713,136,4069.54317708701,-71652,-8000,-170407,-1963.78571428571,2725.03215060827,35,-532.652542372881,-573.216,134,7,-996.46,77,134,136,72,-65607,31,7,-40000,-2367.31428571429,-40000,125,7,81,118,9204.89000477464,2556.63044799577,-8000,-962.666666666667,29850,,,,5677.86558849588,9
4680,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226.41497382673,-6900,-10460,2000,,,,,8
3290,1,1,0,1,1,12,-53791,6520.68882923363,13,6520.68882923363,-64491,-21400,-64491,-5524,7102.01974714862,10,-4482.58333333333,-4960.84615384616,13,2,-4482.58333333333,12,13,13,11,-60416,10,2,-21400,-6041.6,-21400,13,2,12,12,,5448.39425886196,-10700,,,,,,,2
3342,0,1,0,1,0,109,-82234,1721.045180223,132,1714.84471306309,-75251,-4000,-105009,-2222.8,1585.18420140404,7,-575.009174311927,-583.341085271318,130,11,-830.646464646465,81,130,132,72,-11214,6,11,-15000,-1630.57142857143,-15000,129,11,82,109,,924.411659741842,-2000,-1938.41176470588,18280,,,,2530.36510282043,10
4949,0,1,1,1,0,50,-72947,2975.99211482995,58,2975.99211482995,-46852,-8000,-74513,-2253.4,2530.38464407483,12,-1025.72,-821.964912280702,57,6,-1779.19512195122,40,57,58,34,-23549,12,6,-14800,-1962.41666666667,-14800,57,6,40,50,830.160627027485,3052.578948708,-8000,-792,8500,,,,2249.87340137667,5
3995,1,0,0,0,0,25,-92221,9733.25238550814,29,9733.25238550814,-69364,-40000,-92436,-5819.30769230769,9875.59011485727,14,-2873.96,-2569.03703703704,27,3,-5424.76470588235,22,27,29,20,-75866,14,3,-40000,-5419,-40000,27,3,22,25,0,4413.93227076595,-14000,-1000,,,,,0,4
2707,1,1,0,1,0,69,-217113,7153.99704900126,80,6984.41931945031,-150313,-40000,-231601,-6015.17391304348,8626.32830987717,26,-2178.44927536232,-2178.44927536232,75,10,-3618.55,52,75,80,52,-138349,23,10,-40000,-5873.57692307692,-40000,69,10,57,69,41719.3000900063,2322.19917871853,-7800,-1386.66666666667,54748,,,,18702.7678195264,8
4382,1,1,1,0,0,17,-13079,2525.49713540768,19,2525.49713540768,-16288,-7000,-21529,-1713.57142857143,3030.44295442102,9,-461.058823529412,-857.263157894737,19,2,-1006.07692307692,17,19,19,16,-20445,9,2,-8000,-2271.66666666667,-8000,19,2,17,17,707.106781186548,133.278655455403,-450,,,,,,707.106781186548,1
2753,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13654.0210804974,34240.065453876,-1e+05,-1616.14285714286,3000,,,,2514.95526799186,5
2281,1,1,0,1,1,172,-143473,3262.9506142652,207,3262.9506142652,-101033,-8000,-176852,-1420.90322580645,1719.38024006033,37,-451.476744186047,-492.843902439024,205,13,-913.84076433121,102,205,207,90,-49065,37,13,-40000,-1326.08108108108,-40000,205,10,102,172,,3662.98798796829,-8000,-126,,,,,6858.93577750951,8
4309,0,1,0,0,0,30,-66698,4355.75061516824,35,4355.75061516824,63034,-19000,-71648,-3253.64285714286,4582.16717463908,18,2266.13333333333,1853.94117647059,35,5,-3031.72727272727,28,35,35,26,-50501,18,5,-19000,-2805.61111111111,-19000,34,5,29,30,16521.8885119105,941.64175483272,-3000,,,,,,13498.6023967916,4
3283,1,0,1,1,0,73,-112460,7629.46725974009,89,7557.98732467844,-71072,-20000,-144276,-1543.67857142857,4653.70040542922,36,-935.260273972603,-877.432098765432,88,5,-2205.09803921569,68,88,89,62,-45156,32,5,-55500,-1999.27777777778,-55500,81,5,74,73,510.718448201485,6394.3647999191,-19500,-1325,5000,,,,1599.21855917195,4
4590,0,1,1,1,1,58,-83492,5184.34266527279,89,4829.05469539759,223644,-10000,-90560,-2309.33333333333,2856.81823192453,13,3444.27586206897,2981.92,85,9,-1703.91836734694,40,85,89,33,-27712,12,9,-40000,-2147.07692307692,-40000,75,8,46,58,47226.0521322712,10181.7963526416,-26600,-984,29700,,,,38866.697275574,9
2536,1,1,0,1,0,73,-72954,1988.2701992714,76,1977.14658638244,17445,-3900,-74034,-1053,1528.82209560171,7,252.671232876712,235.743243243243,75,8,-1236.50847457627,55,75,76,54,-7371,7,9,-10000,-1053,-10000,74,8,56,73,,339.411254969543,-500,-888.75,31754,,,,8849.22342355531,7
4968,0,1,0,1,1,331,-649924,10226.6183679856,373,10108.3572199282,-484999,-5000,-693188,-945.020408163265,1245.32905298001,51,-1369.97885196375,-1366.19436619718,363,23,-2103.3139158576,147,363,373,136,-48506,51,23,-170000,-951.098039215686,-170000,355,23,152,331,64998.7593043984,4006.54812423299,-20000,-1843.75,,4,-580,,44729.6652885861,22
4843,0,1,1,1,1,133,-266942,5698.12688912374,174,6372.07832596706,-74606,-18800,-330533,-3840.2,5184.34504317244,24,-447.639097744361,-481.329032258065,166,12,-2341.59649122807,103,166,174,91,-81222,23,12,-40000,-3388.41666666667,-40000,155,11,110,133,8177.48433199355,3806.16439351694,-15000,-6114.57142857143,87600,,,,8509.98939762084,10
2249,0,0,1,1,1,36,-8292,443.456036614969,41,440.303782838924,16012,-1000,-9127,-287.333333333333,314.555386075475,10,444.777777777778,444.777777777778,40,7,-307.111111111111,28,40,41,28,-2586,9,7,-1932,-338.6,-1932,36,7,31,36,,,,-500,,,,,,2
3401,0,1,1,0,0,23,-36582,6386.10646332095,24,6386.10646332095,-66582,-10000,-66582,-3497.11111111111,9035.88352932659,10,-1590.52173913044,-2774.25,24,2,-1590.52173913044,20,24,24,19,-61474,10,2,-30000,-6147.4,-30000,24,2,20,23,,20752.1698142628,-30000,,,,,,,1
3931,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757.71644662754,-4000,,36870,,,,9901.79949975424,3
4207,1,0,0,0,1,195,-296237,8198.66975676657,249,7966.88074112784,-211030,-25000,-311245,-1706.47826086957,3850.66046920448,57,-1025.08717948718,-959.227272727273,237,12,-1692.78285714286,115,237,249,103,-85724,53,12,-1e+05,-1527.75438596491,-1e+05,220,12,123,195,962.846405196592,1708.04861715685,-10000,-574.25,36871,,,,17178.1956193554,11
2685,1,1,0,1,0,22,-21229,2118.40847020595,44,1867.67518681603,1230,-1392,-27645,-1392,940.452018978108,2,73.6818181818182,38.4375,41,5,-1415.26666666667,23,41,44,17,-1454,2,5,-10000,-727,-10000,32,4,27,22,3112.70438227413,,-62,-1108,,,,,3112.70438227413,5
3535,0,0,0,1,0,320,-323839,4130.65497018944,364,4014.96809977877,-222625,-40000,-345098,-1807.55555555556,6069.42679155726,42,-677.034375,-656.710914454277,360,20,-1105.25255972696,146,360,364,137,-66772,40,20,-48800,-1615.64285714286,-48800,339,19,154,320,,1578.27374051525,-3548,-829.333333333333,,1,-1500,,,9
4973,1,1,0,0,0,109,-247206,6697.39010076679,120,6691.9578970665,-51991,-24000,-266481,-5446.86206896552,6614.30410658551,32,-416.385321100918,-444.367521367521,119,8,-2874.48837209302,84,119,120,77,-164959,31,8,-50000,-5514.34375,-50000,117,7,86,109,4789.59876538039,5728.90096287449,-20000,-119.333333333333,50100,,,,9341.13469552816,7
4031,0,0,0,0,0,18,-111361,15937.0122078853,22,15937.0122078853,13789,-60000,-112311,-11076.1,17468.5919926177,12,818.833333333333,689.45,21,3,-8566.23076923077,20,21,22,18,-111711,12,3,-60000,-9309.25,-60000,20,3,21,18,37056.1809345559,5041.55504509544,-17000,-100,,,,,37056.1809345559,3
4573,0,0,0,1,0,107,-476579,10129.8406665571,125,9993.34304516841,212613,-60000,-497017,-11874.6666666667,16388.1528928093,15,850.233644859813,1801.80508474576,121,12,-5415.67045454546,86,121,125,77,-178120,15,12,-60000,-11874.6666666667,-60000,118,12,89,107,21583.1724575729,3181.98051533946,-9000,-7755.2,276560,,,,63086.5881150661,8
4994,0,1,1,0,0,12,-50866,6057.43506824965,14,5912.60285864885,-50866,-21000,-50956,-4640.11111111111,6605.12682105516,9,-4238.83333333333,-4238.83333333333,13,4,-4238.83333333333,12,13,14,12,-41761,9,4,-21000,-4640.11111111111,-21000,12,4,13,12,,3834.77802486663,-10009,-279,729,,,,162.634559672906,7
4597,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,-15000,,,,,,,2
3518,1,0,0,0,1,32,-31784,1682.25923551407,40,1682.25923551407,-27426,-6000,-42924,-1760.30769230769,2051.26800812972,17,-508.9375,-685.65,40,5,-1222.46153846154,30,40,40,27,-32593,17,5,-7000,-1917.23529411765,-7000,40,5,30,32,3196.1226509632,1921.11934503788,-7000,,,,,,3196.1226509632,4
2516,0,0,1,1,1,10,-52184,7000.61521899643,12,6659.29551162217,-32184,-20000,-55184,-7303.14285714286,9600.00531249853,8,-3218.4,-3218.4,11,2,-5798.22222222222,9,11,12,9,-51122,7,2,-20000,-6765.25,-28000,10,2,10,10,,12659.9176800904,-28000,,,,,,,1
2602,0,1,1,0,1,79,-104033,3179.1884766841,84,3140.46946501037,26203,-15000,-104635,-2461.66666666667,4175.30580003543,15,333.607594936709,323.493827160494,83,9,-1576.25757575758,63,83,84,61,-36925,15,9,-15000,-2461.66666666667,-15000,81,9,65,79,2498.3327774071,1959.36438673362,-5000,,,,,,4128.42925638796,4
2606,1,1,0,1,1,105,-171316,4819.52039007804,107,4819.52039007804,-145694,-18000,-171516,-1824.58139534884,2932.37647190448,43,-1409.46666666667,-1361.6261682243,107,10,-1784.54166666667,63,107,107,62,-78457,43,10,-39000,-1824.58139534884,-39000,107,10,63,105,,2119.49925046632,-6000,-39000,,,,,,6
4429,1,0,1,0,1,12,-7600,1791.25863317085,12,1791.25863317085,-6600,,-7600,,,,-550,-550,12,1,-690.909090909091,12,12,12,12,,,1,-6072,,-6072,12,1,12,12,,,,,,,,,,1
3299,1,0,1,0,1,118,-246933,9844.88771345565,130,9802.88491826235,-220859,-20000,-251552,-3373.4375,5336.56474310515,17,-1864.74576271186,-1739.04724409449,128,11,-2329.55660377358,86,128,130,81,-54985,17,11,-1e+05,-3234.41176470588,-1e+05,127,11,87,118,,4067.74507559164,-10000,-4747.7,7000,,,,2872.28132326902,8
4906,0,0,0,1,0,277,-613666,6939.55939062473,347,6731.02455476539,209625,-50000,-675378,-4729.49397590362,8970.36894034338,96,714.689530685921,661.277602523659,340,12,-2515.02459016393,121,340,347,108,-403568,93,12,-60000,-4257.52083333333,-60000,317,12,128,277,20677.4795680159,3016.29239609051,-11000,-5156,184500,,,,44645.7259329864,8
3194,1,1,1,1,1,31,-27180,1148.21053929161,39,1907.16958506663,-20921,-5000,-42121,-981.608695652174,1984.87318650398,29,-570.322580645161,-565.432432432432,39,3,-1006.66666666667,34,39,39,30,-26389,27,3,-10000,-1278.93103448276,-10000,37,3,36,31,750,4625.70413416618,-19500,,,,,,750,2
3456,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-154,-2342,2000,1,-323,,17466.8494774148,10
3630,1,0,1,1,1,36,-56653,2583.47228124418,40,2552.58928925848,29017,-6500,-57751,-4100,2357.47039571373,5,822.638888888889,784.243243243243,38,8,-1888.43333333333,30,38,40,29,-20500,5,8,-10000,-4100,-10000,37,8,31,36,,2530.51190002941,-6500,-5450,8000,,,,43133.5136523794,8
2015,0,1,1,0,0,156,-211166,3086.20592671696,159,3077.97196115273,-191488,-27000,-212294,-2497.25925925926,4523.67857091848,56,-1220.4358974359,-1211.94936708861,159,12,-1426.7972972973,82,159,159,80,-135852,55,12,-27000,-2426.42857142857,-27000,158,12,83,156,,3864.83132879043,-10000,,,,,,,5
2631,0,1,0,1,0,189,-411380,8774.61077139616,221,8601.09306572381,-239732,-1e+05,-436116,-5598.90476190476,28674.9030893746,45,-1216.7671957672,-1169.4243902439,214,18,-2324.18079096045,110,214,221,99,-235311,44,18,-1e+05,-5231.35555555556,-164500,205,17,115,189,,1272.79220613579,-2300,,,,,,,3
3315,1,0,0,0,1,32,-19076,1156.57029850529,42,14516.4775915343,19748,-5000,-100659,-1448,32236.2575660803,6,392.25,533.72972972973,41,10,-829.391304347826,33,41,42,28,-5892,5,10,-80000,-14315.3333333333,-80000,37,10,37,32,,699.846649869336,-1464,-1811.9,14000,,,,5643.36433049176,9
2957,0,1,0,1,1,130,-267771,5486.07839971428,152,5336.46167238575,-215345,-44200,-289879,-7294.52173913044,10926.5875635816,25,-1533.23846153846,-1516.51408450704,151,19,-2269.24576271186,90,151,152,81,-167974,24,19,-44200,-6726.36,-44200,142,19,94,130,,653.681879816169,-1509,,209,,,,16248.158467449,13
2223,0,0,1,0,1,141,-79331,8419.80609359341,147,8388.11100494384,-92345,-10000,-181825,-2637.71428571429,31217.6127210266,9,-272.794326241135,-632.5,147,17,-619.7734375,88,147,147,83,-118464,9,17,-96000,-13162.6666666667,-96000,146,16,89,141,,65053.8238691624,-96000,,6000,1,-132,,2850,11
3014,0,0,0,1,1,154,-193569,4482.45331685038,188,4449.96636669387,-162901,-6000,-212917,-1754.5,1811.97116422972,14,-1023.37012987013,-910.061452513966,186,11,-1334.95862068966,97,186,188,87,-24563,14,11,-50000,-1754.5,-50000,179,11,102,154,,,-2000,-449.5,,,,,2266.28312441319,6
3555,0,1,1,1,0,115,-126173,4975.59540932317,116,4975.59540932317,311420,-31915,-126173,-1972.7037037037,6046.9769549294,27,2706.4347826087,2684.65517241379,116,8,-1213.20192307692,72,116,116,71,-53263,27,8,-40000,-1972.7037037037,-40000,116,8,72,115,1116.54855096707,899.080270795291,-1750,-3030,,,,,1116.54855096707,6
4625,1,1,1,0,1,76,-200207,6295.40627482643,92,6375.25190959224,-152116,-40000,-247362,-6719.22727272727,9741.95102580452,27,-1684.75,-1810.90476190476,91,16,-3033.43939393939,67,91,92,61,-168773,26,16,-40000,-6991.59259259259,-40000,84,15,71,76,,12616.0766373583,-40000,-1250,8600,,,1,3736.69150006616,13
3833,0,1,0,0,1,238,-444648,5390.82033808927,279,6719.60532388204,-285009,-40000,-578295,-6707.70588235294,12365.5543134763,19,-1149.70168067227,-1126.51778656126,270,20,-2158.4854368932,132,270,279,121,-118031,18,20,-50000,-6264.57894736842,-50000,253,20,139,238,,633.567675943147,-996,-7273,47000,,,,11136.4891490391,12
4533,0,1,0,0,0,133,-1375998,24673.5657114728,151,24214.3936973549,-505786,-80000,-1435190,-25040.8780487805,24560.5273040941,43,-3725.92481203008,-3488.17931034483,151,17,-11371.8842975207,97,151,151,88,-1029676,42,17,-2e+05,-23953.2093023256,-2e+05,145,16,101,133,,39837.2167158634,-80009,-6681,100009,,,,,11
4813,1,0,1,0,0,72,-74078,3114.56843592251,76,3114.56843592251,-33032,-22200,-76726,-3142.33333333333,5492.08714993672,15,-422,-446.378378378378,74,11,-1322.82142857143,52,74,76,51,-47135,15,11,-22200,-3142.33333333333,-22200,74,10,52,72,2239.28932178642,7346.18381655855,-19500,-450,11000,,,,9316.62194384018,14
4798,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16007.9147090848,-29000,,,,,,,2
4828,1,0,0,0,1,17,-14875,1866.52568260111,21,1866.52568260111,13778,-1400,-16472,-790.5,572.580823989068,5,610.294117647059,656.095238095238,21,8,-1239.58333333333,19,21,21,15,-4662,5,8,-6000,-932.4,-6000,21,8,19,17,,592.555482634327,-1500,-35,5000,,,,2828.42712474619,4
4861,1,0,0,1,1,19,-5378,488.07354761223,21,455.379572384461,15951,-400,-5871,-235,233.345237791561,2,839.526315789474,839.526315789474,21,5,-448.166666666667,15,21,21,15,-470,2,5,-1440,-235,-1440,19,5,17,19,,,-70,,,,,,,3
4663,0,0,1,1,0,92,-220793,6668.32927436999,95,6594.82344158532,-116235,-40000,-221988,-6790.82608695652,10839.5858548855,24,-1263.42391304348,-1263.42391304348,94,12,-2725.83950617284,66,94,95,66,-156189,23,12,-40000,-6544.125,-40000,92,12,68,92,17741.7390400904,5064.83557098462,-15000,-1303.75,,,,,19245.5746861454,7
2055,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.144765281031,6708.69088074069,-19000,,,1,-1000,,664.824914294483,5
4683,0,1,0,0,0,317,-632644,15107.0488730985,336,15033.7616732616,-565131,-80000,-701086,-2540.81034482759,10128.2052045583,61,-1586.71608832808,-1717.72340425532,332,7,-2166.58904109589,135,332,336,128,-148126,60,7,-240060,-2444.68852459016,-240060,329,7,137,317,,646.723190951342,-2000,,,,,,3264.70419428629,5
2418,0,0,0,1,1,72,-113132,5147.126752771,81,5110.35612095174,-49146,-9000,-117599,-2544.90909090909,3249.67219325832,12,-654.027777777778,-622.101265822785,81,12,-1854.62295081967,55,81,81,51,-27994,11,12,-40000,-2374.5,-40000,79,10,57,72,,,,-4500,,,,,8383.97902748649,12
3417,1,1,0,1,0,178,-184950,2453.85497057914,207,2402.55692475573,-189910,-13600,-202427,-1605.11764705882,2647.63691388713,35,-979.286516853932,-1010.15957446809,200,12,-1081.57894736842,112,200,207,105,-58174,35,12,-15000,-1662.11428571429,-15000,188,12,119,178,1891.69800267731,3589.95020447196,-13600,-4,4500,,,,3554.4229451104,12
2503,0,0,0,1,1,87,-198885,5890.84671359614,110,5777.65139258394,-109621,-34000,-268626,-7092.55,8690.69969502764,27,-734.896551724138,-1118.58163265306,107,14,-2801.19718309859,72,107,110,64,-192879,27,14,-34000,-7143.66666666667,-34000,98,13,78,87,,,-34000,,,,,,,1
2023,0,0,0,0,1,50,-44204,4253.57050496439,52,4253.57050496439,-43485,-8600,-72229,-1639.57894736842,6103.48574567182,21,-309.2,-836.25,52,7,-982.311111111111,41,52,52,39,-59177,21,7,-28000,-2817.95238095238,-28000,52,7,41,50,,8186.76043377355,-28000,-237.5,,,,,5246.025209623,4
2760,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9455.25941826382,-20000,,99330,,,,18324.1379933682,11
4359,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1950,,,,,557.200143575,1
3744,1,0,0,0,0,51,-65052,2533.36372788784,63,2510.86220151315,-47310,-1000,-84565,-454.333333333333,2755.35595603262,9,-648.078431372549,-815.689655172414,61,10,-1355.25,41,61,63,35,-15554,9,10,-14000,-1728.22222222222,-14000,58,10,44,51,,2595.62161561129,-7800,,18000,,,,5205.76603392815,8
4123,0,1,1,1,0,158,-256934,5897.09994838827,176,6595.1258793057,-147898,-20000,-335518,-2598.88461538462,5025.21461692472,26,-700.094936708861,-875.136094674556,172,12,-1809.39436619718,92,172,176,86,-67571,26,12,-40000,-2598.88461538462,-40000,169,12,95,158,,2284.83762708488,-7000,-400,,1,-50,,4782.6162993352,11
2461,1,1,1,1,1,53,-152849,8665.74019663975,66,8665.74019663975,-153957,-6000,-162457,-1353.8,1625.28961521734,12,-2817.90566037736,-2332.68181818182,66,13,-2997.03921568627,49,66,66,40,-15190,12,13,-60000,-1265.83333333333,-60000,66,13,49,53,,3144.78987591164,-10000,,,,,,1320.87546725647,11
4251,1,1,1,0,1,20,-142383,12924.4525019998,27,12476.4688387627,-163993,-40000,-167993,-16096.6,16041.3677626451,7,-7119.15,-6833.04166666667,26,3,-7119.15,23,26,27,20,-91283,7,3,-40000,-13040.4285714286,-40000,24,3,25,20,,2936.49450876381,-5700,,,,,,,2
2007,1,1,0,1,0,259,-1082107,15598.4710302324,311,15957.0190098367,-1032731,-94000,-1359339,-34960.2631578947,37387.1690882443,21,-3318.7027027027,-3610.94755244755,305,20,-4684.44588744589,126,305,311,113,-814245,20,20,-150000,-42964.0476190476,-150000,286,18,133,259,,,-624,-3150,450,,,,1677.96507285291,14
4900,0,0,1,0,0,32,-56789,7028.27945412156,35,6829.14939054047,-56889,-8000,-57089,-1713.2,3515.16588513259,5,-1774.65625,-1723.90909090909,35,2,-1774.65625,30,35,35,29,-8566,5,2,-40000,-1713.2,-40000,33,2,32,32,,2909.06095959962,-6000,,,,,,,2
2086,1,1,0,1,0,56,-62355,3313.16455655464,65,3255.55338880198,-37111,-15000,-64677,-5436.8,6110.16998126894,5,-776.767857142857,-598.564516129032,64,8,-1299.0625,50,64,65,45,-27184,5,8,-18000,-5436.8,-18000,62,8,52,56,5091.16882454314,6052.97308766527,-15000,-14045,12000,,,,3582.6389017036,10
3238,0,1,1,1,1,84,-132375,3863.83056035218,91,3863.83056035218,-54449,-15000,-142323,-2666.0625,3914.71104994675,18,-529.77380952381,-598.340659340659,91,5,-1891.07142857143,65,91,91,61,-44719,18,5,-27400,-2484.38888888889,-27400,91,5,65,84,,417.193000900063,-652,-1164.58333333333,,,,,,3
2692,1,1,1,1,0,54,-31325,1175.68337389459,60,1164.25284510133,-1113,-244,-35041,-172,101.823376490863,2,41.537037037037,-19.5263157894737,58,14,-728.488372093023,44,58,60,41,-344,2,14,-5400,-172,-5400,57,14,45,54,,,-244,-1872.15384615385,8590,,,,801.074278703292,11
4468,1,1,0,1,1,254,-1408223,14889.5033869958,292,14651.2287410379,-357603,-1e+05,-1598167,-9181.13725490196,18466.1789345762,60,-1346.11417322835,-1281.7311827957,288,17,-6519.55092592593,123,288,292,112,-581023,57,17,-1e+05,-9696.21666666667,-1e+05,279,17,130,254,,5773.69737374902,-17700,-11767.8,143000,,,,26162.9509039023,6
2651,1,1,0,1,0,46,-100686,3981.68914278009,50,3941.26376893827,511080,-20000,-106140,-3217.13333333333,4352.91912019227,32,11120.3043478261,10430.2040816327,50,8,-2517.15,46,50,50,43,-97514,31,8,-20000,-3172.3125,-20000,49,7,47,46,,6391.94555671433,-20000,,,,,,,4
3642,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743.76784142451,6826.24601080272,-20000,,210480,,,,43092.5918567902,11
2863,0,1,0,1,0,19,-31571,4988.2740817126,23,4988.2740817126,-23907,-19400,-31707,-6108.75,7659.61982738047,4,-1256.36842105263,-1138.42857142857,21,5,-2255.07142857143,18,21,23,16,-24435,4,5,-19400,-6108.75,-19400,21,5,18,19,,382.482866096173,-1000,-2016,500,,,,14900.2237119671,5
4615,0,0,0,1,1,159,-367404,15572.3213464042,177,15230.1535173644,-362682,-20000,-392488,-4618.44444444444,7356.95032955335,11,-2140.79874213837,-2211.4756097561,171,17,-2499.34693877551,94,171,177,90,-41729,10,17,-190000,-3797.27272727273,-190000,164,17,98,159,,8788.51141642694,-18000,-789.083333333333,,3,-798,,,9
2423,0,0,0,1,1,51,-38459,1324.36485755186,60,1829.99728982977,-28839,-4000,-54118,-1206.6,2786.03239852681,12,-562.352941176471,-497.224137931035,59,8,-854.644444444445,50,59,60,43,-16066,11,8,-10000,-2172.16666666667,-10000,58,7,51,51,7847.00687629791,9520.41779386267,-30000,-697.2,19390,,,,5230.70243678064,8
2648,0,1,1,0,0,17,-66739,12707.5532682994,20,11916.3698658363,-59039,-50000,-71839,-8286.125,15294.9083354196,10,-3467,-3279.94444444445,20,2,-4767.07142857143,18,20,20,17,-66389,9,2,-50000,-6738.9,-50000,18,2,20,17,,2092.12810315239,-5600,,,,,,,2
2314,1,0,0,0,1,6,-71046,16834.373633107,8,16834.373633107,-75946,-40000,-75946,-14127.6,17737.9976960949,6,-11841,-10849.4285714286,8,2,-11841,7,8,8,6,-75538,6,2,-40000,-12589.6666666667,-40000,7,2,8,6,,12931.5482555537,-30000,,,,,,,2
2609,1,1,1,0,1,97,-212808,6051.23065441979,105,6151.97826125074,-179694,-50000,-250410,-11173.4,13810.9633634168,13,-1619.50515463918,-1744.60194174757,104,13,-2313.13043478261,74,104,105,69,-131734,12,13,-50000,-11287.2307692308,-50000,103,13,75,97,,8031.06236226981,-23000,,,,,1,,6
4789,0,0,1,1,0,22,-54101,4832.64002679399,24,5997.19945265219,-52001,-21000,-75101,-3772.5,7779.6827830282,12,-2318.22727272727,-2260.91304347826,24,7,-2705.05,21,24,24,20,-38725,11,7,-21000,-4893.75,-21000,23,7,22,22,,5752.16642389472,-20000,-2833.33333333333,,,,,,6
4470,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3718.26010386579,-9000,,10000,,,,,5
3132,0,0,0,0,0,88,-401969,20764.010099379,105,20764.010099379,-399146,-2e+05,-419392,-10298.34375,31630.471939949,41,-4397.14772727273,-3801.39047619048,105,12,-4843,72,105,105,64,-342170,41,12,-2e+05,-8345.60975609756,-2e+05,105,12,72,88,3517.14912962189,40045.4478194463,-2e+05,,,,,,2329.87810839966,12
